name;planet_status;mass;radius;type;orbital_period;semi_major_axis;star_name;star_distance;star_teff;star_radius;temp_calculated;mag_v;mag_j;mag_k;scale_factor;tsm;esm;alternate_names;updated;observation_type;reference;molecules;albedo;phase_curve;comments
"HR 8799 b";"Confirmed";7.0;1.2;"Jupiter";164250.0;68.0;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"7/7/22";"G-B: High resolution IR";1303.2627;"{"NH3":"Detection","H2C2":"Detection","CO2":"Detection"}";0;"No";
"HR 8799 c";"Confirmed";8.3;1.3;"Jupiter";82145.0;42.9;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"7/8/22";"G-B:Low resolution IR";2209.15484;"{"C":"Upper limit"}";;"No";"Retrieval of [C/H], [O/H], and C/O ratios"
"HR 8799 c";"Confirmed";8.3;1.3;"Jupiter";82145.0;42.9;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"7/8/22";"G-B:Low resolution IR";2109.07614;"{"CH4":"Detection","H2O":"Detection"}";0;"No";
"HR 8799 c";"Confirmed";8.3;1.3;"Jupiter";82145.0;42.9;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"7/8/22";"G-B: High resolution IR";1303.2627;"{"CH4":"No detection","CO2":"No detection","H2C2":"Upper limit","NH3":"Detection"}";0;"No";
"HR 8799 c";"Confirmed";8.3;1.3;"Jupiter";82145.0;42.9;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"7/8/22";"G-B:Low resolution IR";2109.07614;"{"CO":"Detection"}";0;"No";
"HR 8799 d";"Confirmed";8.3;1.2;"Jupiter";41054.0;27.0;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"4/12/19";"G-B:Low resolution IR";2109.07614;"{"CH4":"Detection","H2O":"Detection"}";0;"No";
"HR 8799 d";"Confirmed";8.3;1.2;"Jupiter";41054.0;27.0;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"4/12/19";"G-B: High resolution IR";1303.2627;"{"CH4":"Detection","CO2":"Detection","H2C2":"Detection","NH3":"Upper limit"}";0;"No";
"HR 8799 e";"Confirmed";9.6;1.17;"Hot Jupiter";18000.0;16.4;"HR 8799";39.4;7400.00;1.5;1150.0;5.96;5.3830000;5.2400000;1.15;36.3412;204.8766;;"5/28/21";"G-B: High resolution IR";2107.06949;"{"CO":"Detection","H2O":"Detection"}";0;"No";
"HR 8799 e";"Confirmed";9.6;1.17;"Hot Jupiter";18000.0;16.4;"HR 8799";39.4;7400.00;1.5;1150.0;5.96;5.3830000;5.2400000;1.15;36.3412;204.8766;;"5/28/21";"G-B: High resolution IR";1303.2627;"{"H2C2":"Detection","CO":"No detection","CH4":"Detection","NH3":"No detection"}";0;"No";
"K2-100 b";"Confirmed";0.06859;0.32;"Hot";1.673833;0.0296;"K2-100";190.04;6168.0;1.22;1748.0;10.6510000;9.463;9.1820000;1.28;40.6557;9.6567;"K2-100 b, 2MASS J08382429+2006217 b, EPIC 211990866 b, EPIC 211990866.01, TYC 1398-142-1 b, WISE J083824.27+200621.7 b";"2/5/21";"G-B: High resolution IR";"2020MNRAS.495..650G";"{"He":"Upper limit"}";;"No";"He upper limit equivalent width of 5.7 mA at 99% confidence."
"K2-105 b";"Confirmed";0.094;0.301;"Hot";8.267704;0.0796;"K2-105";199.28;5464.0;0.91;814.0;12.0;10.541;10.0910000;1.28;12.5783;2.652;"2MASS J08214087+1329512 b, EPIC 211525389 b, EPIC 211525389.01, TYC 807-1019-1 b, WISE J082140.87+132951.1 b";"2/5/21";"G-B: High resolution IR";2307.00967;"{"He":"Upper limit"}";;"No";"Upper-limit with GIANO-B of 2.33%"
"K2-136 c";"Confirmed";0.035820693119399;0.26;"Warm";17.307137;;"K2-136";59.35;4499.0;0.66;425.0;11.2;9.096;8.3680000;1.28;41.0769;1.3279;"EPIC 247589423 c, LP 358-348 c, K2-136 c, 2MASS J04293897+2252579 A c, 2MASS J04293897+2252579 c, EPIC 247589423 A c, K2-136 A c, LP 358-348 A c, WISE J042939.05+225257.4 A c, WISE J042939.05+225257.4 c";"2/5/21";"G-B: High resolution IR";"2021RNAAS...5..238G";"{"He":"Upper limit"}";;"No";"He upper limit equivalent width of 25mA at 99% confidence"
"K2-141 b";"Confirmed";0.01598;0.135;"UltraHot";0.2803244;;"K2-141";61.0;4599.0;0.681;2039.0;11.5;9.0860000;8.4010000;1.26;57.4405;14.1984;"EPIC 246393474 b, 2MASS J23233996-0111215 b, TYC 5244-714-1 b, WISE J232340.05-011121.1 b";"2/5/21";"Spitzer";2203.00370;"[]";0;"Yes";"Spitzer photometry. Evidence for non-zero geometric albedo."
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"2/5/21";"HST WFC3";"2019NatAs...3.1086T";"{"H2O":"Detection"}";0;"No";
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"2/5/21";"HST WFC3";"2019ApJ...887L..14B";"{"H2O":"Detection"}";0;"No";
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"2/5/21";"HST WFC3";2011.10424;"{"CH4":"Detection"}";0;"No";"Modelling paper arguing for CH4 instead of H2O detection"
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"2/5/21";"JWST-NIRISS";2309.05566;"{"CH4":"Detection","CO2":"Detection","NH3":"No detection"}";;"No";"Suggest potential signs of DMS"
"K2-25 b";"Confirmed";0.0771;0.306;"Temperate";3.484552;0.028700;"K2-25";45.01;3180.0;0.29;345.7;15.88;11.303;10.4440000;1.28;47.4377;2.2024;"EPIC 210490365 b, 2MASS J04130560+1514520 b, EPIC 210490365.01, WISE J041305.70+151451.7 b";"2/5/21";"HST STIS";2109.04376;"{"H":"Upper limit"}";0;"No";
"K2-25 b";"Confirmed";0.0771;0.306;"Temperate";3.484552;0.028700;"K2-25";45.01;3180.0;0.29;345.7;15.88;11.303;10.4440000;1.28;47.4377;2.2024;"EPIC 210490365 b, 2MASS J04130560+1514520 b, EPIC 210490365.01, WISE J041305.70+151451.7 b";"2/5/21";"G-B: High resolution IR";"2020MNRAS.498L.119G";"{"He":"Upper limit"}";;"No";"He upper limit equivalent width of 17mA at 99% confidence"
"K2-33 b";"Confirmed";3.7;0.45;"Hot";5.424865;0.0409;"K2-33";139.8;3540.0;1.05;864.90759857417;16.0;11.095;10.0260000;1.15;0.5932;9.0613;"EPIC 205117205 b, 2MASS J16101473-1919095 b, EPIC 205117205.01, WISE J161014.73-191909.6 b";"2/5/21";"G-B:Low resolution IR";2211.07728;"{"Cloudy":"Detection"}";;"No";"Slope in the low-res spectra from transits from several facilites (K2,Mearth,HST,Spitzer). Tholin hazes + spots."
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"TESS";2106.02610;"[]";0;"Yes";"Detections of secondary eclipse (D=388+/-66 ppm) and atmospheric phase curve. Stellar ellipsoidal distortion measured."
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"TESS";"2020AJ....160..211B";"[]";0.5;"Yes";
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"TESS";2302.04535;"[]";0;"Yes";"Temporal albedo variability in the phase curve"
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"TESS";2209.03890;"[]";0;"No";"TESS+CHEOPs+Spitzer, Albedo discrepancies"
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"HST WFC3";2204.11729;"{"FeH":"Detection","CH4":"Detection"}";;"No";
"KELT-10 b";"Confirmed";0.679;1.399;"Hot Jupiter";4.166285;0.0525;"KELT-10";183.0;5948.0;1.209;1377.0;10.8;9.6930000;9.3380000;1.15;222.4655;122.5955;;"12/17/18";"G-B: High resolution visible";2303.05857;"{"Na":"Upper limit","H":"Upper limit"}";;"No";
"KELT-11 b";"Confirmed";0.195;1.3;"Hot Jupiter";4.736529;0.06229;"KELT-11";98.0;5370.0;2.72;1712.0;8.0;6.6160000;6.1220000;1.15;629.7373;149.4223;;"9/2/22";"G-B: High resolution visible";"2019AJ....158..120Z";"{"Na":"Upper limit"}";0;"No";"The upper limit for a sodium (Na D lines) detection is therefore 0.06 %. Using transit observations with HARPS."
"KELT-11 b";"Confirmed";0.195;1.3;"Hot Jupiter";4.736529;0.06229;"KELT-11";98.0;5370.0;2.72;1712.0;8.0;6.6160000;6.1220000;1.15;629.7373;149.4223;;"9/2/22";"HST WFC3";2010.01310;"{"H2O":"Detection"}";0;"No";"Spectral retrieval confirms the presence of water vapour. Features at 1.5 µm could come from CO, CO2 or HCN."
"KELT-11 b";"Confirmed";0.195;1.3;"Hot Jupiter";4.736529;0.06229;"KELT-11";98.0;5370.0;2.72;1712.0;8.0;6.6160000;6.1220000;1.15;629.7373;149.4223;;"9/2/22";"G-B: High resolution visible";2209.00597;"{"Na":"Detection"}";;"No";
"KELT-16 b";"Confirmed";2.75;1.415;"UltraHot Jupiter";0.9689951;0.02044;"KELT-16";365.0;6236.0;1.36;2.45300000000e+03;11.9;10.9280000;10.6420000;1.15;45.3059;126.5685;"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b";"8/3/16";"TESS";2106.02610;"[]";0;"Yes";"Secondary eclipse (410+/-130 ppm) and planetary phase curve modulation detected."
"KELT-16 b";"Confirmed";2.75;1.415;"UltraHot Jupiter";0.9689951;0.02044;"KELT-16";365.0;6236.0;1.36;2.45300000000e+03;11.9;10.9280000;10.6420000;1.15;45.3059;126.5685;"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b";"8/3/16";"G-B: Low resolution visible";2105.00889;"[]";0;"Yes";
"KELT-16 b";"Confirmed";2.75;1.415;"UltraHot Jupiter";0.9689951;0.02044;"KELT-16";365.0;6236.0;1.36;2.45300000000e+03;11.9;10.9280000;10.6420000;1.15;45.3059;126.5685;"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b";"8/3/16";"TESS";2105.00889;"[]";0;"Yes";
"KELT-3 b";"Confirmed";1.418;1.333;"Hot Jupiter";2.7033902;0.04117;"KELT-3";178.0;6304.0;1.482;1823.825685968;9.8;8.9630000;8.6620000;1.15;113.6839;150.3494;;"12/17/18";"G-B: High resolution visible";1612.05945;"{"H":"No detection"}";;"No";"Non detection of Halpha"
"KELT-7 b";"Confirmed";1.24;1.293;"UltraHot Jupiter";2.734784;0.0446;"KELT-7";129.0;6789.0;1.732;2048.0;8.54;7.7390000;7.5430000;1.15;171.3981;189.8241;;"9/16/22";"G-B: High resolution visible";2206.11548;"{"Ca+":"Upper limit","Na":"Upper limit","H":"Upper limit","Li":"Upper limit","Mg":"Upper limit"}";0;"No";"Tabernero et al. (2022b) accepted for publication in MNRAS. Transmission spectroscopy perfomed with HORuS@GTC."
"KELT-7 b";"Confirmed";1.24;1.293;"UltraHot Jupiter";2.734784;0.0446;"KELT-7";129.0;6789.0;1.732;2048.0;8.54;7.7390000;7.5430000;1.15;171.3981;189.8241;;"9/16/22";"HST WFC3";2204.11729;"{"H2O":"Detection","H-":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2209.11735;"{"Fe":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"HST WFC3";2211.10297;"{"H-":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2108.08389;"{"Fe":"Detection","TiO":"Upper limit"}";0;"No";"Fe detected in emission"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution IR";1812.03119;"{"He":"Upper limit"}";;"No";"He analysis in the appendix"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2301.10406;"{"Fe":"Detection","Fe+":"Detection","Mg":"Detection","H":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2112.12059;"{"O":"Detection"}";0;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2304.03248;"{"Si":"Detection","Mg+":"Detection","Ca":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2304.04285;"{"H":"Detection","Na":"Detection","Mg":"Detection","Ca+":"Detection","Sc+":"Detection","Ti+":"Detection","Cr+":"Detection","Fe":"Detection","Fe+":"Detection","Ca":"Detection","Cr":"Detection","Ni":"Detection","Sr+":"Detection","Tb+":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2201.08759;"{"Fe+":"Detection"}";0;"No";"Detected in Emission + temp inversion"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";"2019A&A...627A.165H";"{"Na":"Detection","Cr+":"Detection","Sc+":"Detection","Y+":"Detection","Mg":"Detection","Fe":"Detection","Fe+":"Detection","Ti+":"Detection"}";0;"No";"Alternative name KELT-9b.Evidences of Ca i, Cr i, Co i, and Sr ii using transit observations with HARPS-N."
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2203.04969;"{"Fe+":"Detection"}";0;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution IR";1911.00380;"{"Ca+":"Detection"}";0;"No";"Using transit observations with CARMENES and HARPS-N"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2201.04154;"{"Fe+":"Detection"}";0;"No";"We measure ∼10 km s−1 day-to-nightside winds traced by Fe II features in the planet's atmosphere"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";"2020A&A...638A..87W";"{"H":"Detection"}";0;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";"2018Natur.560..453H";"{"Fe":"Detection","Fe+":"Detection","Ti+":"Detection"}";0;"No";"Detection of iron (Fe and Fe+) and Ti+ via the cross-correlation technique using HARPS-N transit observations"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";"2018NatAs...2..714Y";"{"H":"Detection"}";0;"No";"Detection of Hα with transmission spectroscopy"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2308.05149;"{"Ti+":"Detection","Fe":"Detection","Fe+":"Detection","Na":"Detection","Mg":"Detection","Na+":"Detection","Sc+":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution IR";2209.01854;"{"H":"Detection"}";;"No";"Paschen β line absorption detection"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"HST WFC3";2204.11729;"{"TiO":"Detection","VO":"Detection","FeH":"Detection","H-":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2205.01623;"{"Na":"Detection"}";;"No";"Confirmed the previously reported detections of Na using HARPS-N."
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"Spitzer";"2020ApJ...888L..15M";"[]";0;"Yes";"Spitzer 4.5 micron phase curve showing evidence for H2 dissociation/recombination"
"Kepler-25 c";"Confirmed";0.0479;0.465;"Hot";12.7207;0.11;"Kepler-25";244.96;6270.0;1.31;1043.3746987219;11.0;9.764;9.4930000;1.15;72.3301;5.9588;"2MASS J19063321+3929164 c, GSC 03124-01264 c, K00244.01, KIC 4349452 c, KOI-244 c, KOI-244.01, Kepler-25 A c, TYC 3124-01264-1 c, WISE J190633.20+392916.5 c";"2/5/21";"G-B: High resolution IR";2307.00967;"{"He":"Upper limit"}";;"No";"Upper-limit with GIANO-B of 1.86%"
"Kepler-62 e";"Confirmed";0.113;0.144;"Temperate";122.3874;0.427;"Kepler-62";368.0;4925.0;0.64;270.0;14.0;12.256;11.6590000;1.26;0.3433;0.008;"2MASS J18525105+4520595 e, K00701.03, KIC 9002278 e, KOI-701 e, KOI-701.03, WISE J185251.03+452059.0 e";"2/5/21";"G-B: Low resolution visible";"2013ApJ...775L..47K";"{"O3":"Theoretical prediction","H2O":"Theoretical prediction","O2":"Theoretical prediction","CO2":"Theoretical prediction"}";;"No";
"Kepler-68 b";"Confirmed";0.02407;0.206;"Hot";5.3988;0.0617;"Kepler-68";144.77;5793.0;1.24;1280.0;10.0770000;8.975;8.5880000;1.26;26.9999;3.2287;"2MASS J19240775+4902249 b, K00246.01, KIC 11295426 b, KOI-246 b, KOI-246.01, Kepler-68 A b, TYC 3551-189-1 b, WISE J192407.75+490224.8 b";"2/5/21";"G-B: High resolution IR";2307.00967;"{"He":"Upper limit"}";;"No";"Upper-limit with GIANO-B of 0.72%"
"KOI-13 b";"Confirmed";9.28;1.512;"UltraHot Jupiter";1.763588;0.03641;"KOI-13";415.0;7650.0;1.74;2750.0;10.0;9.466;9.4250000;1.15;21.9958;143.1471;"KOI-13.01, Kepler-13 b, KOI-13 b, 2MASS J19075308+4652061 b, K00013.01, KIC 9941662 b, KOI-13 A b, Kepler-13 A b, WISE J190753.08+465205.8 b";"2/5/21";"TESS";2106.02610;"[]";0;"Yes";"Strong detection of secondary eclipse (301+/-44 ppm), planetary phase curve signal, and stellar ellipsoidal distortion."
"KOI-13 b";"Confirmed";9.28;1.512;"UltraHot Jupiter";1.763588;0.03641;"KOI-13";415.0;7650.0;1.74;2750.0;10.0;9.466;9.4250000;1.15;21.9958;143.1471;"KOI-13.01, Kepler-13 b, KOI-13 b, 2MASS J19075308+4652061 b, K00013.01, KIC 9941662 b, KOI-13 A b, Kepler-13 A b, WISE J190753.08+465205.8 b";"2/5/21";"HST WFC3";"2017AJ....154..158B";"[]";0;"No";
"KOI-13 b";"Confirmed";9.28;1.512;"UltraHot Jupiter";1.763588;0.03641;"KOI-13";415.0;7650.0;1.74;2750.0;10.0;9.466;9.4250000;1.15;21.9958;143.1471;"KOI-13.01, Kepler-13 b, KOI-13 b, 2MASS J19075308+4652061 b, K00013.01, KIC 9941662 b, KOI-13 A b, Kepler-13 A b, WISE J190753.08+465205.8 b";"2/5/21";"HST WFC3";2204.11729;"{"H2O":"Detection"}";;"No";
"L 168-9 b";"Confirmed";0.0145;0.124;"Hot";1.4015;0.02091;"L 168-9";25.15;3800.0;0.6;816.0;11.0;7.9410000;7.0820000;0.19;6.4616;6.5004;;"1/28/20";"JWST-MIRI";2211.16123;"{"Featureless":"Detection"}";;"No";
"L 98-59 b";"Confirmed";0.0013;0.0758;"Warm";2.2531136;0.02191;"L 98-59";10.623;3500.0;0.291;627.0;11.7;7.9330000;7.1010000;0.19;53.9759;5.6176;"TOI-175 b";"10/19/22";"HST WFC3";2210.10008;"{"Featureless":"Detection"}";;"No";
"L 98-59 b";"Confirmed";0.0013;0.0758;"Warm";2.2531136;0.02191;"L 98-59";10.623;3500.0;0.291;627.0;11.7;7.9330000;7.1010000;0.19;53.9759;5.6176;"TOI-175 b";"10/19/22";"HST WFC3";2210.10699;"{"Featureless":"Detection"}";;"No";
"L 98-59 c";"Confirmed";0.00698;0.12356;"Warm";3.6906777;0.0304;"L 98-59";10.623;3500.0;0.291;553.0;11.7;7.9330000;7.1010000;0.19;38.4035;10.0808;"TOI-175 c";"8/6/21";"HST WFC3";2212.09526;"{"Featureless":"Detection"}";;"No";
"L 98-59 c";"Confirmed";0.00698;0.12356;"Warm";3.6906777;0.0304;"L 98-59";10.623;3500.0;0.291;553.0;11.7;7.9330000;7.1010000;0.19;38.4035;10.0808;"TOI-175 c";"8/6/21";"HST WFC3";2301.10866;"{"Featureless":"Detection"}";;"No";"Marginal evidence for wavelength-dependent transit depth variations which would indicate the presence of an atmosphere"
"L 98-59 d";"Confirmed";0.0061;0.1357;"Warm";7.4507245;0.0486;"L 98-59";10.623;3500.0;0.291;416.0;11.7;7.9330000;7.1010000;1.26;290.3941;4.1832;"TOI-175 d";"8/6/21";"HST WFC3";2212.09526;"{"Featureless":"Detection"}";;"No";
"LHS 1140 b";"Confirmed";0.02196;0.15407;"Temperate";24.736;0.0936;"LHS 1140";12.47;3131.0;0.186;230.0;14.15;9.6120010;8.8210000;1.26;73.7385;0.2299;"TOI-256 b";"3/2/22";"HST WFC3";"2021AJ....161...44E";"{"H2O":"Detection"}";0;"No";
"LHS 3844 b";"Confirmed";0.0093245157590364;0.1178;"Hot";0.46292792;0.00623;"LHS 3844";14.9;3036.0;0.189;805.0;15.2;10.0460000;9.1450010;0.19;32.4889;29.6811;"TIC 410153553 b";"9/20/18";"Spitzer";2310.01725;"[]";;"Yes";"Super-Earth LHS3844b is tidally locked"
"LHS 3844 b";"Confirmed";0.0093245157590364;0.1178;"Hot";0.46292792;0.00623;"LHS 3844";14.9;3036.0;0.189;805.0;15.2;10.0460000;9.1450010;0.19;32.4889;29.6811;"TIC 410153553 b";"9/20/18";"G-B: Low resolution visible";"2020AJ....160..188D";"[]";0;"No";"No clear, low mean molecular weight (H/He-dominated) atmosphere"
"LTT 1445A b";"Confirmed";0.00903;0.11643;"Warm";5.3587657;0.03813;"LTT 1445A";6.9;3340.0;0.27;424.0;;;;0.19;;;"TOI-455 b";"10/22/22";"G-B: Low resolution visible";2210.11809;"{"Featureless":"Detection"}";;"No";
"LTT 9779 b";"Confirmed";0.09225;0.4211;"UltraHot";0.792052;0.01679;"LTT 9779";80.6;5445.0;0.92;2000.0;9.76;8.4460000;8.0160000;1.15;198.9032;71.6524;"TOI-193 b";"9/23/20";"HST WFC3";2306.13645;"{"FeH":"Detection","CO2":"Detection","H2O":"Detection","He":"Upper limit"}";;"No";
"LTT 9779 b";"Confirmed";0.09225;0.4211;"UltraHot";0.792052;0.01679;"LTT 9779";80.6;5445.0;0.92;2000.0;9.76;8.4460000;8.0160000;1.15;198.9032;71.6524;"TOI-193 b";"9/23/20";"Spitzer";2010.12745;"[]";0;"Yes";
"MASCARA-1 b";"Confirmed";3.7;1.5;"UltraHot Jupiter";2.14878;0.043;"MASCARA-1";188.7;7554.0;2.1;2.57000000000e+03;8.3;7.8190000;7.7400000;1.15;73.7844;194.3725;"HD 201585 b";"7/1/19";"G-B: High resolution visible";2304.03328;"{"Fe":"Detection","Cr":"Detection","Ti":"Detection"}";;"No";
