name;planet_status;mass;radius;type;orbital_period;semi_major_axis;star_name;star_distance;star_teff;star_radius;temp_calculated;mag_v;mag_j;mag_k;scale_factor;tsm;esm;alternate_names;updated;observation_type;reference;molecules;albedo;phase_curve;comments
"HAT-P-41 b";"Confirmed";0.8;1.685;"Hot Jupiter";2.694047;0.0426;"HAT-P-41";344.0;6479.0;1.19;1651.2396790884;11.087;10.0060000;9.7280000;1.15;353.5281;188.7223;;"10/20/20";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"HAT-P-41 b";"Confirmed";0.8;1.685;"Hot Jupiter";2.694047;0.0426;"HAT-P-41";344.0;6479.0;1.19;1651.2396790884;11.087;10.0060000;9.7280000;1.15;353.5281;188.7223;;"10/20/20";"HST WFC3";2202.12314;"{"Featureless spectra":"Detection"}";0;"No";"+Archival Spitzer"
"HAT-P-41 b";"Confirmed";0.8;1.685;"Hot Jupiter";2.694047;0.0426;"HAT-P-41";344.0;6479.0;1.19;1651.2396790884;11.087;10.0060000;9.7280000;1.15;353.5281;188.7223;;"10/20/20";"HST WFC3";2204.11729;"{"H2O":"Detection"}";;"No";
"HAT-P-49 b";"Confirmed";1.73;1.413;"UltraHot Jupiter";2.691548;0.0438;"HAT-P-49";322.0;6820.0;1.833;2131.0;10.21;9.5500000;9.3460000;1.15;64.69;93.0648;;"5/21/14";"G-B: High resolution IR";2307.00967;"{"He":"Upper limit"}";;"No";"Upper-limit with GIANO-B of 0.6%"
"HAT-P-57 b";"Confirmed";1.85;1.413;"UltraHot Jupiter";2.465295;0.0406;"HAT-P-57";303.0;7500.0;1.5;2200.0;10.47;9.6700000;9.4330000;1.15;88.2456;125.4927;;"11/4/15";"G-B: Low resolution visible";2305.19441;"{"Featureless":"Detection"}";;"No";
"HAT-P-57 b";"Confirmed";1.85;1.413;"UltraHot Jupiter";2.465295;0.0406;"HAT-P-57";303.0;7500.0;1.5;2200.0;10.47;9.6700000;9.4330000;1.15;88.2456;125.4927;;"11/4/15";"G-B: High resolution visible";2111.13064;"{"H":"Upper limit","Fe":"No detection"}";;"No";"H upper limit of 0.7±0.2%. Cross correlation analyses affected by pulsations of the star. Observations with HARPS-N."
"HAT-P-57 b";"Confirmed";1.85;1.413;"UltraHot Jupiter";2.465295;0.0406;"HAT-P-57";303.0;7500.0;1.5;2200.0;10.47;9.6700000;9.4330000;1.15;88.2456;125.4927;;"11/4/15";"G-B: High resolution IR";"2020AJ....160..228K";"{"FeH":"Upper limit"}";0;"No";
"HAT-P-65 b";"Confirmed";0.527;1.89;"Hot Jupiter";2.6054552;0.03951;"HAT-P-65";841.0;5835.0;1.86;1930.0;13.15;11.8920000;11.5280000;1.15;152.0212;61.199;;"9/12/16";"G-B: Low resolution visible";2104.13058;"{"TiO":"Detection","Na":"Upper limit","VO":"Upper limit"}";0;"No";"Na and VO show moderate evidence only in one of the two observed transits."
"HAT-P-67 b";"Confirmed";0.34;2.085;"Hot Jupiter";4.81010205;0.06505;"HAT-P-67";320.0;6406.0;1.546;1903.0;10.69;9.1450010;8.9000000;1.15;1599.7676;317.4523;;"2/7/17";"G-B: High resolution visible";2307.06356;"{"H":"Upper limit","Ca+":"Detection","Na":"Detection"}";;"No";"Many species cross correlated on CARMENES data, but only 2 detections. The origin of the Ha absorption is not clear."
"HAT-P-67 b";"Confirmed";0.34;2.085;"Hot Jupiter";4.81010205;0.06505;"HAT-P-67";320.0;6406.0;1.546;1903.0;10.69;9.1450010;8.9000000;1.15;1599.7676;317.4523;;"2/7/17";"G-B: High resolution IR";2307.06356;"{"He":"Upper limit"}";;"No";"Origin of the He absorption is not clear. Absorption feature of ~4.5% with CARMENES"
"HAT-P-67 b";"Confirmed";0.34;2.085;"Hot Jupiter";4.81010205;0.06505;"HAT-P-67";320.0;6406.0;1.546;1903.0;10.69;9.1450010;8.9000000;1.15;1599.7676;317.4523;;"2/7/17";"G-B: High resolution IR";2307.08959;"{"He":"Detection"}";;"No";"Leading trail of He detected"
"HAT-P-7 b";"Confirmed";1.741;1.431;"UltraHot Jupiter";2.204735471;0.0379;"HAT-P-7";320.0;6259.0;2.0;2121.0;10.5;9.5550000;9.3340000;1.15;55.6928;88.4042;"Kepler-2 b";"4/20/20";"TESS";2106.02610;"[]";0;"Yes";"Significant detections of secondary eclipse (D=127+/-33 ppm) and planetary phase curve modulation."
"HAT-P-7 b";"Confirmed";1.741;1.431;"UltraHot Jupiter";2.204735471;0.0379;"HAT-P-7";320.0;6259.0;2.0;2121.0;10.5;9.5550000;9.3340000;1.15;55.6928;88.4042;"Kepler-2 b";"4/20/20";"TESS";2202.08279;"[]";0;"Yes";"Supergranulation alone can cause the amplitude and phase offset variability we detect for HAT-P-7"
"HAT-P-7 b";"Confirmed";1.741;1.431;"UltraHot Jupiter";2.204735471;0.0379;"HAT-P-7";320.0;6259.0;2.0;2121.0;10.5;9.5550000;9.3340000;1.15;55.6928;88.4042;"Kepler-2 b";"4/20/20";"HST WFC3";2204.11729;"{"H2O":"Detection","FeH":"Detection","CO2":"Detection"}";;"No";
"HAT-P-7 b";"Confirmed";1.741;1.431;"UltraHot Jupiter";2.204735471;0.0379;"HAT-P-7";320.0;6259.0;2.0;2121.0;10.5;9.5550000;9.3340000;1.15;55.6928;88.4042;"Kepler-2 b";"4/20/20";"Spitzer";"2016ApJ...823..122W";"[]";0;"Yes";"Upper limit on the bond albedo of 0.08 (1σ)"
"HAT-P-7 b";"Confirmed";1.741;1.431;"UltraHot Jupiter";2.204735471;0.0379;"HAT-P-7";320.0;6259.0;2.0;2121.0;10.5;9.5550000;9.3340000;1.15;55.6928;88.4042;"Kepler-2 b";"4/20/20";"HST WFC3";"2018AJ....156...10M";"[]";0;"No";
"HAT-P-70 b";"Confirmed";6.78;1.87;"UltraHot Jupiter";2.74432452;0.04739;"HAT-P-70";329.0;8450.0;1.858;2562.0;9.5;9.0680000;8.9630000;1.15;55.896;192.866;"TOI 624.01";"12/8/21";"G-B: High resolution visible";2112.03292;"{"Ca+":"Detection","Cr":"Detection","Cr+":"Detection","Fe":"Detection","Fe+":"Detection","H":"Detection","Mg":"Detection","Na":"Detection","V":"Detection"}";0;"No";
"HATS-46 b";"Confirmed";0.173;0.903;"Hot Jupiter";4.7423729;0.05367;"HATS-46";448.0;5495.0;0.853;1.05400000000e+03;13.634;12.3660000;11.9650000;1.15;105.4284;20.2342;;"7/26/17";"G-B: Low resolution visible";2303.07381;"{"Cloudy":"Detection"}";;"No";
"HATS-5 b";"Confirmed";0.237;0.912;"Hot Jupiter";4.763387;0.0542;"HATS-5";257.0;5304.0;0.871;1025.0;12.63;11.1990000;10.7030000;1.15;126.5674;34.8511;;"9/2/22";"G-B: Low resolution visible";2209.00637;"{"H2O":"Detection"}";;"No";
"HD 102195 b";"Confirmed";0.46;1.3672001203745;"Hot Jupiter";4.114;0.049;"HD 102195";28.98;5291.0;0.835;1053.2134928857;8.05;6.6290000;6.1510000;1.15;2015.0226;735.464;;"7/7/22";"G-B: High resolution IR";"2019A&A...625A.107G";"{"H2O":"Detection","CH4":"Detection"}";;"No";"Detection of water (4.4sigma) and methane (4.1sigma) in non-transiting planet using GIANO"
"HD 106315 c";"Confirmed";0.04782;0.388;"Hot";21.05704;0.1536;"HD 106315";109.0;6327.0;1.3;886.0;9.0;8.116;7.8530000;1.15;77.523;6.2229;"2MASS J12135339-0023365 c, BD+00 2910 c, EPIC 201437844 c, EPIC 201437844.02, GSC 04940-00868 c, K2-109 c, SAO 138659 c, TYC 4940-868-1 c, WISE J121353.39-002336.4 c";"2/5/21";"HST WFC3";2006.07444;"{"H2O":"Detection"}";;"No";"Tentative detection of water features"
"HD 106315 c";"Confirmed";0.04782;0.388;"Hot";21.05704;0.1536;"HD 106315";109.0;6327.0;1.3;886.0;9.0;8.116;7.8530000;1.15;77.523;6.2229;"2MASS J12135339-0023365 c, BD+00 2910 c, EPIC 201437844 c, EPIC 201437844.02, GSC 04940-00868 c, K2-109 c, SAO 138659 c, TYC 4940-868-1 c, WISE J121353.39-002336.4 c";"2/5/21";"G-B: High resolution visible";"2022RNAAS...6..129Z";"{"Na":"Upper limit"}";;"No";"Na upper limit at 0.24% with HARPS"
"HD 149026 b";"Confirmed";0.357;0.718;"Hot Jupiter";2.8758916;0.04288;"HD 149026";78.9;6147.0;1.497;1751.3791693866;8.15;7.1180000;6.8190000;1.15;155.3244;96.539;;"2/24/15";"G-B: High resolution IR";2102.00211;"{"Fe":"Detection","TiO":"No detection"}";0;"No";
"HD 149026 b";"Confirmed";0.357;0.718;"Hot Jupiter";2.8758916;0.04288;"HD 149026";78.9;6147.0;1.497;1751.3791693866;8.15;7.1180000;6.8190000;1.15;155.3244;96.539;;"2/24/15";"Direct Detection";1108.2057;"{"CO2":"Theoretical prediction","CO":"Theoretical prediction"}";0;"No";
"HD 149026 b";"Confirmed";0.357;0.718;"Hot Jupiter";2.8758916;0.04288;"HD 149026";78.9;6147.0;1.497;1751.3791693866;8.15;7.1180000;6.8190000;1.15;155.3244;96.539;;"2/24/15";"JWST-NIRCam";2303.14206;"{"CO2":"Detection","H2O":"Detection","Molecular":"Detection"}";;"No";"High atmospheric metal enrichment"
"HD 149026 b";"Confirmed";0.357;0.718;"Hot Jupiter";2.8758916;0.04288;"HD 149026";78.9;6147.0;1.497;1751.3791693866;8.15;7.1180000;6.8190000;1.15;155.3244;96.539;;"2/24/15";"G-B: High resolution visible";2102.00211;"{"Ti":"Detection"}";0;"No";"Also a marginal signal of neutral Fe with 2.8 σ. Using transit observations with HDS@SUBARU"
"HD 179949 b";"Confirmed";0.91600;1.05;"Hot Jupiter";3.0925;0.045;"HD 179949";27.0;6260.0;1.19;1552.2976930022;6.25;5.2960000;4.9360000;1.15;614.5419;626.0955;;"3/12/20";"G-B: High resolution IR";1404.3769;"{"CO":"Detection","H2O":"Detection"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution visible";1203.4484;"{"H":"Detection"}";;"No";"With Hobby-Eberly Telescope/High-Resolution Spectrograph."
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";"2018A&A...620A..97S";"{"He":"Detection"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";2108.08390;"{"H2O":"Detection"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"CHEOPS";2301.07731;"[]";0.076;"No";"geometric albedo of 0.076±0.016."
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"HST STIS";1512.04341;"{"Na":"Detection","H2O":"Detection"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"HST STIS";2301.13025;"{"Featureless":"Detection"}";;"No";"Flat transmission spectra in the NUV region."
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: Low resolution visible";"2020A&A...644A..51S";"{"Rayleigh Scattering":"Detection"}";0;"No";"Low-resolution broadband using chromatic RM observation"
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: Low resolution visible";"2020A&A...644A..51S";"{"K":"Upper limit","Na":"Upper limit"}";0;"No";"Low-resolution broadband transmission spectra from chromatic RM"
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";2005.05676;"{"He":"Detection"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";"2019AJ....157..114B";"{"CO":"Detection","H2O":"Upper limit"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";"2013MNRAS.436L..35B";"{"H2O":"Detection"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";"2019MNRAS.482.4422C";"{"H2O":"Detection","CO":"Detection","HCN":"Detection"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";2204.02985;"{"He":"Detection"}";0;"No";"Variability in He signal?"
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"HST STIS";2307.03058;"{"C+":"Detection","H":"Detection"}";;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";2307.05580;"{"He":"Detection"}";;"No";"Excess absorption detection of 0.69±0.04 % with SPIRou."
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"Spitzer";2004.09513;"{"H2O":"Detection"}";0;"No";"Retrieval on (almost) all available HST and Spitzer transit and eclipse data"
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution visible";2310.06681;"{"Rayleigh":"Detection"}";;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"HST WFC3";2204.11729;"{"H2O":"Detection","CO2":"Detection"}";;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution visible";2205.01623;"{"Na":"Detection"}";;"No";"Confirms previously reported detection of Na using HARPS."
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";"2020AJ....160..228K";"{"FeH":"Upper limit"}";0;"No";
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: Low resolution visible";"2020A&A...643A..64O";"{"Rayleigh Scattering":"Detection","K":"Upper limit","Na":"Upper limit"}";0;"No";"Low-resolution broadband using chromatic RM observation from visible and NIR"
"HD 189733 b";"Confirmed";1.138;1.138;"Hot Jupiter";2.219;0.031;"HD 189733";19.3;4875.0;0.805;1197.9126975084;7.67;6.0730000;5.5410000;1.15;742.5333;1032.38;;"7/18/22";"G-B: High resolution IR";1811.08901;"{"H2O":"Detection"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"HST STIS";1512.04341;"{"Na":"Detection","H2O":"Detection"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"G-B: High resolution visible";"2021A&A...647A..26C";"{"Na":"No detection"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"HST WFC3";"2016ApJ...832..202T";"{"H2O":"Detection"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"G-B: High resolution IR";"2019AJ....157..114B";"{"CO":"Detection","H2O":"Upper limit"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"G-B: High resolution IR";"2010Natur.465.1049S";"{"CO":"Detection"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"G-B: High resolution IR";"2019A&A...629A.110A";"{"He":"Detection"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"G-B: Low resolution visible";"2020A&A...644A..51S";"{"TiO":"Detection","Na":"Detection"}";0;"No";"Models suggest there is ambiguity in the species detected and other absorbers may be needed to explain data."
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"G-B: High resolution IR";2104.03352;"{"CO":"Detection","H2O":"Detection","CH4":"Detection","HCN":"Detection","NH3":"Detection"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"Spitzer";"2007MNRAS.379..641C";"[]";0;"Yes";"Multi-epoch 8 micron phase measurements yielded an upper limit on the thermal phase variations."
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"HST STIS";"2020AJ....159..111C";"{"Fe+":"Detection","Mg":"No detection","Mg+":"No detection"}";0;"No";"Detection of iron in HD209458b and non-detection of Mg and Mg+."
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"HST STIS";"2003Natur.422..143V";"{"H":"Detection"}";;"No";"Ly-alpha line detection"
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"JWST-NIRCam";2310.03245;"{"CO2":"Detection","H2O":"Detection","Molecular":"Detection","CH4":"Upper limit","HCN":"Upper limit"}";;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"HST WFC3";2204.11729;"{"H2O":"Detection","CH4":"Detection","CO":"Detection"}";;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"G-B: High resolution IR";"2020AJ....160..228K";"{"FeH":"Upper limit"}";0;"No";
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"G-B: High resolution IR";1908.08754;"{"H2O":"Detection"}";0;"No";"Water vapor detection in the transmission spectra of HD 209458 b with the CARMENES NIR channel"
"HD 209458 b";"Confirmed";0.69;1.38;"Hot Jupiter";3.52472;0.04747;"HD 209458";47.0;6092.0;1.203;1478.8241952106;7.65;6.5910000;6.3080000;1.15;950.9802;535.1454;;"7/11/22";"Spitzer";"2014ApJ...796...48Z";"[]";;"Yes";
"HD 63433 b";"Confirmed";0.021356098650252;0.1918;"Hot";7.10793;0.0719;"HD 63433";22.42;5640.0;0.912;968.60238255142;7.0;5.6240000;5.2580000;1.26;160.7868;14.2323;"TOI-1726 b";"10/1/20";"G-B:Low resolution IR";2106.05273;"{"He":"Upper limit"}";0;"No";"Upper limit (0.5%) of He with Keck/NIRSPEC"
"HD 63433 b";"Confirmed";0.021356098650252;0.1918;"Hot";7.10793;0.0719;"HD 63433";22.42;5640.0;0.912;968.60238255142;7.0;5.6240000;5.2580000;1.26;160.7868;14.2323;"TOI-1726 b";"10/1/20";"HST STIS";2106.05273;"{"H":"No detection"}";0;"No";"Non detection of Lyman-a"
"HD 63433 c";"Confirmed";0.031663214103982;0.2418;"Warm";20.5456;0.1458;"HD 63433";22.42;5640.0;0.912;680.19152459621;7.0;5.6240000;5.2580000;1.26;152.59;9.5347;"TOI-1726 c";"10/1/20";"G-B:Low resolution IR";2106.05273;"{"He":"Upper limit"}";0;"No";"Upper limit (0.5%) of He with Keck/NIRSPEC"
"HD 63433 c";"Confirmed";0.031663214103982;0.2418;"Warm";20.5456;0.1458;"HD 63433";22.42;5640.0;0.912;680.19152459621;7.0;5.6240000;5.2580000;1.26;152.59;9.5347;"TOI-1726 c";"10/1/20";"HST STIS";2106.05273;"{"H":"Detection","He":"Upper limit"}";0;"No";"Also upper limits on planet b"
"HD 73583 b";"Confirmed";0.0321;0.2489;"Warm";6.398042;0.0604;"HD 73583";31.6;4511.0;0.71;721.0;9.67;7.6490000;6.9480000;1.28;114.7885;11.7301;"TOI-560 b";"7/29/22";"G-B: High resolution IR";2110.13150;"{"He":"Detection"}";;"No";"0.68 ± 0.08% absorption in a young planet."
"HD 85628 A b";"Confirmed";3.1;1.53;"UltraHot Jupiter";2.82406;0.047;"HD 85628 A";171.54;7800.0;1.92;2403.9738717093;8.19;;;1.15;;;"MASCARA-4 b/bRing-1 b";"11/13/19";"G-B: High resolution visible";2304.04948;"{"Rb":"Detection","Sm":"Detection","Ti+":"Detection","Ba+":"Detection","Mg":"Detection","Ca":"Detection","Cr":"Detection","Fe":"Detection"}";;"No";
"HD 85628 A b";"Confirmed";3.1;1.53;"UltraHot Jupiter";2.82406;0.047;"HD 85628 A";171.54;7800.0;1.92;2403.9738717093;8.19;;;1.15;;;"MASCARA-4 b/bRing-1 b";"11/13/19";"G-B: High resolution visible";2208.11427;"{"H":"Detection","Na":"Detection","Ca+":"Detection","Mg":"Detection","Fe":"Detection","Fe+":"Detection","Ca":"Detection","Cr":"Detection"}";;"No";
"HD 89345 b";"Confirmed";0.1123;0.612;"Hot";11.81399;0.105;"HD 89345";126.6;5609.0;1.657;1053.0;9.4;8.0910000;7.7210000;1.15;95.8641;16.9385;"K2-234 b, EPIC 248777106 b";"8/17/18";"G-B: High resolution IR";2307.00967;"{"He":"Upper limit"}";;"No";"Upper-limit with GIANO-B of 0.7%"
"HD 97658 b";"Confirmed";0.02457;0.20047;"Hot";9.489295;0.08;"HD 97658";21.1;5170.0;0.73;809.0;6.27;6.2030000;5.7340000;1.26;159.337;14.305;;"4/9/20";"G-B:Low resolution IR";"2020AJ....160..258K";"{"He":"No detection"}";0;"No";"Non-detection above the noise level using Keck/NIRSPEC with a resolving power of R = 25000"
"HIP 41378 f";"Confirmed";0.30133505733569;0.91;"Jupiter";324.0;;"HIP 41378";116.0;6199.0;1.4;;8.9;7.9820000;7.7220000;1.15;;;;"3/31/21";"HST WFC3";2201.02686;"{"Featureless spectra":"Detection"}";0;"No";
"HIP 65426 b";"Confirmed";7.1;1.5;"Hot Jupiter";;87.0;"HIP 65426";109.2;8840.0;1.77;1560.0;7.01;6.8260000;6.7710000;1.15;51.9029;169.0523;;"9/1/22";"G-B:Low resolution IR";2310.00148;"{"Molecular":"Detection"}";;"No";
"HIP 65A b";"Confirmed";3.213;2.03;"Hot Jupiter";0.9809734;0.01782;"HIP 65A";61.89;4590.0;0.7242;1411.0;11.1;;;1.15;;;"TOI-129 b";"3/13/20";"TESS";"2020AJ....160..155W";"[]";0;"Yes";"Atmospheric brightness modulation detected. Stellar ellipsoidal distortion and Doppler boosting signals detected."
"HR 8799 b";"Confirmed";7.0;1.2;"Jupiter";164250.0;68.0;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"7/7/22";"Direct Detection";2107.06949;"{"H2O":"Detection","CO":"Detection"}";0;"No";"KPIC instrument, high-resolution spectroscopy"
"HR 8799 b";"Confirmed";7.0;1.2;"Jupiter";164250.0;68.0;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"7/7/22";"G-B:Low resolution IR";2109.07614;"{"H2O":"Detection","CO":"Detection","CH4":"Upper limit"}";0;"No";
